,PERMNO,date,TICKER,month,mvel1,beta,betasq,chmom,dolvol,idiovol,indmom,mom1m,mom6m,mom12m,mom36m,pricedelay,turn,absacc,acc,age,agr,bm,bm_ia,cashdebt,cashpr,cfp,cfp_ia,chatoia,chcsho,chempia,chinv,chpmia,convind,currat,depr,divi,divo,dy,egr,ep,gma,grcapx,grltnoa,herf,hire,invest,lev,lgr,mve_ia,operprof,orgcap,pchcapx_ia,pchcurrat,pchdepr,pchgm_pchsale,pchquick,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,pchsaleinv,pctacc,ps,quick,rd,rd_mve,rd_sale,realestate,roic,salecash,saleinv,salerec,secured,securedind,sgr,sin,sp,tang,tb,aeavol,cash,chtx,cinvest,ear,nincr,roaq,roavol,roeq,rsup,stdacc,stdcf,ms,baspread,ill,maxret,retvol,std_dolvol,std_turn,zerotrade,sic2,year,return
743077,62949,1998-03-31,MLT,3,1378287.75,1.4191293606,2.0139281421,0.5770488475,11.492355343,0.0527403954,0.11409078439999999,0.34210526939999997,0.3451327297,0.6521739063,0.1500000016,-0.124754765,0.11318735869999999,0.0510028133,-0.051002813,16.0,-0.130922452,0.4058204207,-1.311658101,0.3111401218,1.2787944870999999,0.0911659693,0.057129419199999996,0.10661236689999999,0.0125466611,-0.11539161699999999,0.0192394954,0.10024803689999999,0.0,2.1397790055000003,0.1838638858,0.0,0.0,0.0044134811,0.1381777108,0.0524100883,0.6789789209,26.37037037,0.0216606498,0.051364621900000004,0.058960434400000004,0.15490234,0.3383209118,0.1446570229,-349.6725494,0.35124886439999997,0.0158608752,-1.274373451,-0.102616149,0.3761062706,0.0292051112,-0.11876870099999999,0.0604204456,0.1311297443,-0.01538038,0.052713385099999996,-0.739473684,6.0,1.6806629834,0.0,0.077925526,0.08123652049999999,0.49428299189999997,0.1444471927,4.8534542917,8.3694344164,4.438417358,0.7823597529499999,0.0,0.2066273421,0.0,0.9592425363,0.6810417237,0.4325963353,0.8057553956999999,0.234126305,0.0046994322,-0.053968366,0.085025942,1.0,0.031121751,0.0108703674,0.0536082474,0.0332763378,0.107359119,0.0998822364,7.0,0.0324009123,1.7450561999999998e-08,0.0919540226,0.0268153119,0.5688257165999999,0.6055132250999999,1.290627e-07,36.0,1998,0.019418085857101808
1494270,82163,2000-03-31,CLGY,3,82917.0,1.3884491793,1.9277911236,-1.443106304,11.139606979000002,0.10469996949999999,0.7518382091,0.6946564913,-0.492248058,0.16964286690000002,-0.200000005,0.2548301658,1.9843241155000002,0.007624008499999999,-0.007624009,4.0,0.14359808359999998,0.3993203297,-1.66981042,-2.206513582,2.1297087597,-0.202356378,-0.12240368900000001,-0.021338651,0.0048399841999999995,-0.17760183300000001,0.0025097668,-3.9342466110000003,0.0,4.3624841572,0.0052984810999999995,0.0,1.0,0.0,-0.33417626699999997,-0.206878151,-0.370093622,27.444444444000002,0.1303184563,0.026716703999999997,0.1538461538,0.126851567,0.1478984988,2.7695060844999997,-3748.263464,-0.593754396,0.008526634,-1.1104548645,-0.40922931700000004,-0.760085694,0.8461253362000001,-0.412261551,0.0819406976,-0.160208798,0.6737043282999999,-0.029065338149999998,-0.021857182000000003,2.0,4.3400929447,0.0,0.18727443789999998,8.0144230769,0.7926421404999999,-0.899442923,0.09355673,15.698113207999999,12.418815263499999,1.0,1.0,0.0048309178999999995,0.0,0.023367176400000002,0.5356485321,-0.7483170309999999,-0.41216617899999997,0.573217202,0.0,-4.501573106,-0.017195769,1.0,-0.138475554,0.1818826955,-0.196942213,0.005481358299999999,28.959667188,57.661085058999994,4.0,0.1255335941,1.9954985e-07,0.3103448153,0.0902639251,1.3036416867,14.467830908,7.6474559e-09,28.0,2000,0.01785761740000691
378008,20482,1994-09-30,ABT,9,24460800.0,0.4226860877000001,0.17866352870000002,0.0256048341,15.624417478,0.0341495601,0.0001378521,0.06666667009999999,0.0318406571,0.1092547126,-0.00121589,0.8464108077,0.2804789334,0.06121517,-0.06121517,32.0,-0.107665695,0.152625179,-1.952356575,0.49510945829999997,44.728429354,0.075923325,0.0560931683,-0.034392088,-0.017848172,-0.119854871,0.0104888616,0.23286483089999999,0.0,1.1585178096,0.1378758875,0.0,0.0,0.0231170167,0.09776675580000001,0.0575157184,0.7501829645,0.2363332473,0.1019459931,0.0702001362,0.0320254375,0.1153584174,0.16499399480000002,0.1168871283,13892.573455000002,0.6407847759,0.0118998326,532.00863504,-0.002522768,-0.0011029219999999999,0.0198427179,0.0042510973,-0.018019831,-0.0029896320000000003,0.0095794903,-0.016549843999999998,-0.320044799,5.0,0.8546233473,0.0,0.036215360499999995,0.104780025,0.2048126316,0.257795485,22.194530456,8.939444974299999,6.2922500902,0.0,0.0,0.07080199059999999,0.0,0.345632295,0.4847554163,0.1292428951,-0.15227806800000002,0.049271216500000006,0.0023709041,0.0069485993,0.0170399221,1.0,0.051988582699999994,0.0035818391,0.1090513188,0.0054059906000000005,0.058632158,0.0629450925,8.0,0.021813131099999997,4.355801e-10,0.043103449,0.0183962116,0.412236146,0.6341194593,6.4721079e-08,38.0,1994,0.044814015789792494
1560638,83297,1998-08-31,PCDI,8,148461.0,1.2288322156,1.510028614,-0.271370625,10.675327492000001,0.0609074416,-0.07258119099999999,0.0364963487,-0.20116618100000005,-0.121794883,-0.47185203299999995,-0.260750679,0.4069823051,0.3888385896,-0.38883859,2.0,-2.9004190289999996,0.0632566448,-1.484414387,-0.35126535299999995,25.834837093,0.0571569944,0.0467941925,0.06439054915,0.0281810418,0.9312508906,0.0275137066,-1.151153476,0.0,0.5697108015,0.09657261880000001,0.0,0.0,0.0,-0.686650874,-0.161419382,0.4993221592,0.1645563149,0.9609022314,0.0482145564,1.1091954023000001,0.4056877003,0.8309889022,9.6983240223,-1200.000702,1.1298499166,0.0019394032999999998,-0.029877116000000002,-0.87988511,-0.628935877,0.06585321400000001,-0.895884758,-0.729525622,-0.7921895840000001,0.0412955286,-0.396706176,-1.354090033,3.0,0.40634260990000004,0.0,0.0194412301,0.0161778364,0.0346943706,0.0627666952,7.4676691729,6.212677231,4.3791887125,0.7403376302,1.0,0.1094314331,0.0,0.210617092,0.15762668259999998,-0.133234554,-0.50403736,0.031518579399999996,-0.054644809,1.1977730808,-0.03656589,0.0,-0.307698588,0.1889732938,-0.7380021790000001,0.0137414293,0.1408942289,0.7600780230499999,4.0,0.0258837892,9.7159358e-07,0.0588235296,0.0275265098,1.2436239454,1.0104980609,1.3905047e-07,36.0,1998,-0.1518060128680041
636037,52337,2018-05-31,THC,5,2443100.9945,1.5474528394999998,2.3946102905,0.7651752257,16.367906741,0.0619426684,0.023156142,-0.012783483,0.6981793215000001,0.5475430886,-0.672586701,0.1428466352,4.4717118565,0.0307959407,-0.030795941,47.0,-0.04302846,0.47071609719999996,-0.126932344,0.0318107667,-11.39337955,0.3771951745,0.3342499088,-0.09059416,0.0120919844,-0.14837143,0.0007027261999999999,-0.09611834400000001,0.0,1.3031730293000001,0.1055507264,0.0,0.0,0.0,-0.39652677299999994,-0.12640770199999998,0.0963601047,-0.062165059,0.0639480809,0.24176654600000005,-0.02243185,0.0340342876,14.348288126,0.0375403265,-2448.982086,1.8405172414,0.0097642632,-0.28370326,0.0856835061,0.0482233372,-0.004736182,0.08307828540000001,-0.002048488,-0.057210013,-0.0738994575,-0.001941665,-3.9839572189999997,4.0,1.2223599405,0.0,0.0,0.0,0.6226620270000001,0.057676685599999986,27.403631285,60.18711656399999,5.710419092,0.5118162507,1.0,0.052967693499999996,0.0,9.785650132899999,0.31008530019999997,0.19064025140000002,0.9701553497,0.0184850052,-0.0028601779999999997,-0.12831631400000001,-0.016243897,0.0,-0.015036358,0.0040133307,-0.981233244,-0.158753793,0.0898813636,0.0906295682,3.0,0.0402168412,3.96681e-10,0.0425257608,0.0249834621,0.3321263147,6.0581711446,5.5672898e-09,80.0,2018,0.3920082187475531
1681293,84911,2004-05-28,TSC,5,19849.5,0.2536302606,0.0643283091,-0.21618668100000002,9.1511252479,0.0320135077,0.9514371996,-0.008810564,0.1026990424,0.4436208612,0.0059530311,0.139502575,0.38419103759999995,0.0693488163,-0.069348816,15.0,0.1648557709,2.4875047695,-1.007179096,0.06996280349999999,-2.458294085,0.2803882842,0.3888464255,-0.044875425999999996,0.0,-0.04881300400000002,-0.031742697,-12.51124221,0.0,5.7723392146000005,0.16658354109999998,0.0,0.0,0.0239422023,-0.151300886,0.0341159427,0.18125898149999997,-0.787234043,0.06758322505,0.0288378998,-0.015748031000000003,-0.029266412000000002,0.7166382706000001,-0.209190929,-3824.7752159999995,0.035898794500000004,0.00644923,-1.232823215,0.1670363683,-0.026646042999999998,-0.066230897,0.3529372813,0.0646522494,0.18186627019999999,0.1368392064,0.0787461684,-7.2186878729999995,5.0,3.6027319294,0.0,0.0194412301,0.0161778364,0.4284852142,0.0304049472,2.3378453551,3.3074501574,16.633245383,1.2338961851,1.0,-0.114326859,0.0,1.7102735787,0.359100682,-0.618476221,0.2882072977,0.2509832184,0.0003374598,0.001150662,5.5495184000000015e-06,1.0,0.0083376543,0.0062901139,0.0107122872,0.007563918,0.1718804291,0.13127930289999998,3.0,0.0097982593,1.5984877e-07,0.015873055900000002,0.0077237823,1.1106030112,1.3840076061000002,1.0000000533,28.0,2004,0.013245226750020487
1832237,86840,2002-05-31,PLXT,5,175368.24135,3.4383102061,11.821977073,-0.637938213,13.292588383,0.13724736710000002,-0.089010294,-0.390163928,0.5741934854,1.5154638801,-0.749677423,0.0806178382,2.2780535403999997,0.2447352206,-0.244735221,2.0,-1.1799827109999999,0.3800670912,-1.610746774,-0.130012627,5.3911784228999995,0.0686112536,0.108727788,-0.0042035471500000005,0.0527057113,0.1266088459,0.0243696159,-0.18459751100000002,0.0,2.9405822935000003,0.1296799565,0.0,0.0,0.0,0.5774751088000001,-0.036564284,0.9125348189,0.12520336095,0.9727910881999999,0.0334514352,0.4823529412,0.653942945,0.20915165030000002,6.1255970281,-3925.338885,0.2088854887,0.006658232900000001,14.888666891,-0.568006453,-0.716183995,0.045724170999999994,-0.5982390160000001,-0.19979605399999997,0.7283479651000001,-0.200193937,-0.110658996,-2.876455552,3.0,2.5568287921,1.0,0.15936253949999998,0.4696485134,0.5367892047999999,0.0991039158,3.2739341716,14.454987835,13.694677284,1.0,1.0,0.6057151281,0.0,0.3393229935,0.375216225,-0.170554094,0.5822708803,0.1667038607,-0.02267346,-0.686040715,0.1540501118,1.0,-0.010503169,0.082511175,-0.016092117,-0.065686324,0.1837154423,0.3814045471,5.0,0.0935192806,3.1294482000000004e-08,0.1563169509,0.07384665879999999,0.7710126781000001,15.201159503,7.1236289e-09,36.0,2002,-0.06096069978968744
1105206,77415,2009-11-30,NBTB,11,748568.3738,0.8904589514,0.7929171440999999,0.0727515432,12.793383015,0.0529830025,-0.171266825,-0.032830596000000004,-0.030964633,-0.162298175,0.2013573577,0.07917814769999999,0.5976275069,0.0054988373,-0.0054988369999999995,17.0,-0.025820412,0.4736889115,-4.148248188,0.013529694299999999,-34.03015725,0.0957875083,0.0307667821,0.0094838153,0.008661758299999999,0.0996587892,1.99281e-05,0.14804049449999998,0.0,0.9442172806,0.11227602269999999,0.0,0.0,0.028332814300000002,0.08694940849999999,0.0640071511,0.044325438099999996,-0.06848681200000001,0.056429593,0.0435758671,0.1260973663,0.0002506836,5.3794427454,0.0207654279,-1595.195674,0.3197721405,0.0081583378,1.2191981137,0.0255031375,0.0360779609,0.1838200149,0.025480120800000002,-0.186668981,-0.055517514000000004,-0.17622579800000002,-0.157194931,-0.49651260399999997,6.0,0.9440477787,0.0,0.0194412301,0.0161778364,0.2381805158,0.0336368848,3.3164245081,550.55639098,0.10188829519999999,0.48002919520000004,0.0,0.0008310189,0.0,0.4015954303,0.508782238,-0.131897709,-0.401859411,0.0331715201,-1.109e-05,-0.006714758,0.0086424761,0.0,0.0024497347,0.0003409026,0.0302701201,-0.002513406,0.1358847574,0.1487722043,5.0,0.0267951314,6.6691106e-09,0.0370713286,0.017060474,0.3217057624,0.8858841262,3.2501596e-08,60.0,2009,-0.05710444875534515
1721489,85511,2009-06-30,TRMS,6,43582.501066000004,0.7990916071999999,0.6385473967,1.0300928654000001,9.7476018637,0.08507606599999999,-0.354211358,-0.029850718,0.4747898057,-0.409090945,-0.309832993,0.0373323363,0.45391498880000003,0.0690197842,0.0690197842,11.0,-0.256571833,0.4330543125,-0.14009549999999998,0.8875332395000001,1.0115032981999998,0.1388923196,0.2461331124,0.028172931800000002,0.0063256823,-1.0249561329999999,0.0,38.819469031,0.0,11.433297095999999,0.5748175182,0.0,0.0,0.0,0.7823255320999999,0.17641357289999998,0.4306369571,-0.8012048190000001,0.095027925,0.0305462244,-0.5364238410000001,0.0018557334,0.1723867763,-0.278258059,-4821.519068,0.4696978699,0.0081583378,-3.49732398,0.6299036049,0.2960394983,1.7922513037999999,0.6299036049,0.0210241748,0.41596292090000003,-0.0018737626500000002,0.0165095163,0.21268915219999998,6.0,11.433297095999999,0.0,0.08287095929999999,0.26086868480000003,0.0864600326,0.6860582072,0.814396438,8.182809130199999,4.0150406504000005,1.0,0.0,0.33545159550000003,0.0,0.3176730828,0.7470600609999999,-0.6379739320000001,-0.224044776,0.5676980369,-8.108800000000001e-05,0.12035340679999999,-0.16182745,1.0,0.0566882227,0.0640278096,0.09408126039999999,-0.05924503900000001,5.3812891814,8.024051651799999,2.0,0.1083907566,4.2648978e-07,0.1288659722,0.051027043099999995,0.9653294270999999,7.2201402642999994,3.0306311000000003e-08,28.0,2009,0.03526813883745783
1327953,79875,1998-12-31,TOWR,12,38412.5,1.1498523452,1.3221604157,-0.28248513399999997,10.346152102000001,0.095660149,0.0136678854,-0.175257728,-0.302158301,-0.401234598,-0.267788176,0.7036868939,0.4409588893,0.2478901243,-0.247890124,5.0,-0.17802131,1.0242544608,-3.27137993,0.206183946,-28.87972514,0.5563735961,0.5174339626,-0.047146354,0.0,-0.0073444190000000005,0.0,0.0390745526,0.0,0.3351917832,0.19675294210000002,0.0,1.0,0.0,-0.073054993,-0.060841104000000014,0.5572201858,0.1969250109,0.358442555,0.078123942,0.1713265913,0.379157091,4.072198968,0.2417845184,-1580.734512,0.7230780918,0.0088076341,-0.32532050100000004,-0.34924696299999997,0.10419644939999999,0.4049893361,-0.34924696299999997,0.0210241748,0.1718210348,0.0437292566,0.0165095163,-18.24569961,5.0,0.2188192356,0.0,0.0194412301,0.0161778364,0.2381805158,0.0247571521,72.918628535,8.182809130199999,14.421486829000001,1.6310347077,0.0,0.10455005640000001,0.0,7.2088039008,0.5537567393,1.9797344136000001,0.22652789010000002,0.011537342800000001,-0.005752001,-0.107909534,-0.143748415,1.0,-0.023619888999999998,0.0301434519,-0.148216345,0.24408679219999999,0.1104537591,0.08426075220000001,3.0,0.1076517939,1.3125611999999998e-06,0.1470588297,0.0578562183,0.8904775995,1.5429753055000002,6.713768400000001e-08,45.0,1998,-0.1479201300766223
990520,76274,1994-05-31,CRD,5,288240.0,0.2977210593,0.0886378291,0.0579728579,10.522308468,0.0370764454,0.0667171658,-0.044776119,0.0474517451,-0.012694963,-0.256886014,0.9159573531999999,0.1720788232,0.0131353752,0.0131353752,21.0,-0.039427442,0.233421415,-0.052554699,0.47620913130000003,9.6465597376,0.0428030337,0.1209870252,0.0606631263,0.0051511758,-0.45635588,0.0,-0.991072249,0.0,2.1066375594,0.4014651135,0.0,0.0,0.0182791552,0.1541955866,0.0473977428,0.6973149819,-0.36136936299999994,0.0337000488,0.1654579763,-0.006702921,-0.007175774,0.1324889871,-0.110208004,268.8475311,0.43181618689999995,0.011556987900000001,-0.363758134,0.2024833577,0.23850456969999997,-0.036287115,0.2024833577,0.0210241748,0.0263939146,0.0412491076,0.0165095163,0.0969394067,6.0,2.1066375594,0.0,0.0194412301,0.0161778364,0.12901567884999998,0.2709409669,10.474809428,8.182809130199999,3.8459979411000003,0.446290144,1.0,0.11099442960000001,0.0,0.7009863121,0.6264369583,1.2256747425,1.5246981338999999,0.2297775097,0.0045069858,0.0081626095,0.0,2.0,0.031153068500000002,0.0035420745000000007,0.0514168236,-0.00983152,0.0701257084,0.0711772667,5.0,0.0137989772,1.1143499000000001e-07,0.015748031399999998,0.0140454465,1.2105592026,2.2098198058,1.0420138e-07,64.0,1994,0.030771658666753687
2291145,92684,2018-07-31,MHLD,7,644358.25,1.2915376611,1.66806953,0.6050103029999999,13.529957883,0.054483671100000006,0.0829524284,-0.097142853,0.356352011,-0.159628974,-0.23520854100000002,-0.0048591,1.1005095638,0.09745754039999999,-0.09745754,10.0,-0.062679344,0.5517799344,-1.627106699,0.03021343005,-18.08187192,0.8372985656999999,0.736795636,0.0114940308,-0.038205191,-0.8788861570000001,0.0,0.0079586086,0.0,1.958370716,0.9106029106,0.0,0.0,0.146619555,-0.266421686,-0.310235832,-0.009535852,-0.501015835,0.056429593,0.0455908062,0.0379146919,-0.000197299,9.8816967506,0.10639958279999999,-11706.266740000001,-0.514845751,0.00020922419999999997,-0.2529053439,-0.011599928999999998,0.0250777048,-1.501217002,-0.009987056,0.0210241748,0.1379091362,0.0226214883,0.0165095163,-3.6989099210000003,4.0,1.2901109844,0.0,0.0194412301,0.0161778364,0.0,-0.020047657,9.0412826148,8.182809130199999,4.3885989345,0.0,0.0,0.0693779142,0.0,5.3341148758,0.3787570021,-0.43230402100000004,0.7498484662999999,0.0588311586,0.0005610732,0.0021060245000000003,-0.256988204,0.0,-0.00714127,0.0053668234,-0.032323402,-0.359761062,0.1358847574,0.1487722043,2.0,0.0349921584,4.5808909e-09,0.0377358757,0.019296831299999997,0.4776833609,4.8933253683,1.6042688e-08,63.0,2018,0.11563018229528232
1174235,78037,2002-06-28,AWG,6,98741.25,0.3750497953,0.140662349,0.1595103292,10.446792207,0.025612646800000003,0.0352538796,0.0181777067,0.1119202116,0.0814781066,0.2539088027,-0.068945588,0.2687706506,0.0608284984,-0.017264722,8.0,-0.07157263400000001,0.6569689714,-0.6561402125,0.11461911529999999,-0.7560947440000001,0.0489839156,-0.0032890000000000003,0.0016584254999999998,0.0068007933999999996,-0.059851215,0.00012437499999999995,-0.003841605,0.0,1.958370716,0.1503466891,0.0,0.0,0.0041408506,0.072026548,0.0490089772,0.2799066786,0.10855825175,0.056429593,0.0543001718,0.013736263700000001,0.0385793019,0.7066843698,0.0760110827,-430.16521009999997,0.1966542034,0.0081583378,-0.3166069045,-0.011599928999999998,0.0250777048,-0.003155882,-0.009987056,0.0210241748,0.0007505884,-0.0018737626500000002,0.0165095163,-0.289873418,4.0,1.2901109844,0.0,0.0194412301,0.0161778364,0.2381805158,0.0625278903,9.3314208479,8.182809130199999,5.8460426455,0.48002919520000004,0.0,0.09149378179999999,0.0,0.9757283255,0.5441688037,-0.131897709,0.2334984182,0.0650956221,0.00010026129999999999,-0.0010231445,0.0004432611,1.0,0.00760781625,0.011774898999999998,0.0234111712,0.01424309095,0.1358847574,0.1487722043,3.5,0.0075491075,5.4863587999999995e-08,0.0107913567,0.0046583644,0.7885811509999999,0.7897710035,8.8961577e-08,67.0,2002,-0.039896496999312525
854081,74230,1996-02-29,TCAT,2,758845.75,0.7959543265000001,0.6335432899,-0.294661261,13.029412487,0.0431985101,0.252943315,0.1176470593,-0.06294232599999999,0.2574948658,0.0936986382,0.3016543614,0.6459706513,0.13067613919999999,-0.130676139,13.0,0.0064704923,0.2598815352,-64.68846114,0.2939739266,159.62924335,0.10476470019999999,0.049024776299999996,0.0044732315,-0.00340674,-0.377858695,0.0,0.0319564246,0.0,0.2638946448,0.2987609362,0.0,0.0,0.0187578306,0.0958116343,0.0397859266,0.31475612420000004,0.7485865290000001,0.1002594508,0.0655868473,0.067887931,0.0726368297,0.3243760883,-0.053132282,-3323.0553649999997,0.5028186353999999,0.0012778107000000001,-1.5016328509999999,0.0633046089,-0.046132498,-0.036973143,0.0633046089,0.0210241748,0.08616644679999999,0.006989214200000001,0.0165095163,-1.6332100109999999,7.0,0.1558570689,0.0,0.0194412301,0.0161778364,0.2381805158,0.1560746807,66.380368098,8.182809130199999,31.955109273,0.0,0.0,0.06572285950000001,0.0,0.2810557514,0.2316787148,0.5574829832,2.0913623055,0.0082816226,0.006750414000000001,0.0666143751,0.0823589372,0.0,0.0267968433,0.0058723704,0.0751275163,0.0077649863,0.1358847574,0.1487722043,6.0,0.0175758851,3.7014577e-09,0.030172413199999998,0.0083658477,1.168435933,5.1725919247,2.1137067000000004e-08,48.0,1996,0.08903362237039758
1043375,76830,2004-06-30,REBC,6,113794.56452,-0.051113502000000005,0.00261259,-0.39936771299999996,9.3650534995,0.0279563611,0.2511247642,-0.054575294,-0.019340795,0.3008514493,0.44109185689999997,-1.8192222880000002,0.1104149825,0.0608284984,-0.017264722,12.0,-0.143599217,0.3181724532,-1.42344581,0.01857178,-10.23519968,0.0489839156,-0.0032890000000000003,-0.00011225,-0.035410765,-0.064910438,0.0,0.0046612728,0.0,0.8762285006,0.16521739130000002,0.0,0.0,0.0308486016,0.0794394274,0.0879290073,0.0634685409,-1.223021583,0.056429593,0.025687319500000003,0.013422818799999998,0.000276328,5.3498963706,0.1476561112,-1961.109112,0.6036032909000001,0.0010530893,0.9293438661,-0.054556875,2.3501003344,0.11646722960000001,-0.054556875,0.38425995575000005,-0.089430251,-0.120429177,0.2913595137,-0.289873418,2.0,0.8762285006,0.0,0.0194412301,0.0161778364,0.2381805158,0.0451372182,0.9698502682,2.0463684149,0.10666357259999999,0.48002919520000004,0.0,-0.049882950999999995,0.0,0.42137665609999997,0.5778700692000001,-0.03153371515,-0.198744001,0.053073731500000006,0.0001176787,-0.05308058,0.0088124673,0.0,0.0039648281,0.0002797108,0.0688664289,-0.006244589,0.1358847574,0.1487722043,5.0,0.0207838773,4.9111694e-07,0.043551825,0.0202749141,1.1751654653,0.9938545053,4.2000001669,60.0,2004,0.044564980799089327
1416706,80813,2000-10-31,FCNB,10,252639.75,0.0786206218,0.006181202199999999,0.7046492218000001,11.898255891,0.0419340069,-0.032241482,0.1114754081,0.34745516460000003,0.0685508868,-0.173473425,1.5963160093000002,0.9233478698,0.0608284984,-0.017264722,6.0,-0.126061154,0.5840672265,-1.148701154,0.010530881899999999,-14.30672847,0.0489839156,-0.0032890000000000003,0.0017509281,0.1851704602,-0.021702469,-0.0035750720000000008,-0.022122935,0.0,0.9440030169,0.140586462,0.0,0.0,0.0384731716,-0.009325681,0.05735230230000001,0.0478072484,17.785714285999997,0.056429593,0.0253993822,0.0,-0.0036037340000000004,7.7871932073000005,0.1359017306,-1505.058364,0.317206038,0.00046130309999999996,0.9893029978,-0.0028104329999999998,0.2638782932,-0.062608098,0.0039180279,0.9490573144,-0.024807997000000002,-0.009863618000000001,3.5703123535000003,-0.289873418,4.0,0.942214628,0.0,0.0194412301,0.0161778364,0.2381805158,0.0227812839,1.6079055213,66.742934783,0.1375173707,0.48002919520000004,0.0,0.21487644179999998,0.0,0.6753537431000001,0.4845043552,-0.131897709,-0.535274444,0.0539581649,6.81897e-05,-0.002139926,-0.021392382,2.0,0.0023456033,0.0009922583,0.039347184300000004,0.0153397406,0.1358847574,0.1487722043,0.0,0.0224894412,1.1300680999999999e-07,0.0298507456,0.0163169074,1.5506297216999998,6.0939448387,1.9064827000000003e-08,60.0,2000,0.05453287902024995
1301728,79642,1996-10-31,TCH,10,239512.0,0.8318204841,0.6919253178,-0.17382557899999998,11.784116047000001,0.042756916,0.0630682344,0.0444444455,-0.062499999,0.0809302325,-0.240445965,0.3065686998,0.5774627159000001,0.0608284984,-0.017264722,8.0,-0.07157263400000001,0.6569689714,-0.6561402125,0.11461911529999999,-0.7560947440000001,0.0489839156,-0.0032890000000000003,0.0016584254999999998,0.0068007933999999996,-0.059851215,0.00012437499999999995,-0.003841605,0.0,1.958370716,0.1503466891,0.0,0.0,0.0041408506,0.072026548,0.0490089772,0.2799066786,0.10855825175,0.056429593,0.0543001718,0.013736263700000001,0.0385793019,0.7066843698,0.0760110827,-430.16521009999997,0.1966542034,0.0081583378,-0.3166069045,-0.011599928999999998,0.0250777048,-0.003155882,-0.009987056,0.0210241748,0.0007505884,-0.0018737626500000002,0.0165095163,-0.289873418,4.0,1.2901109844,0.0,0.0194412301,0.0161778364,0.2381805158,0.0625278903,9.3314208479,8.182809130199999,5.8460426455,0.48002919520000004,0.0,0.09149378179999999,0.0,0.9757283255,0.5441688037,-0.131897709,0.2334984182,0.0650956221,0.00010026129999999999,-0.0010231445,0.0004432611,1.0,0.00760781625,0.011774898999999998,0.0234111712,0.01424309095,0.1358847574,0.1487722043,3.5,0.017383036799999998,1.1903729999999999e-08,0.0219780225,0.010894704199999999,0.5453057621999999,1.8254822856,3.2429091e-08,67.0,1996,0.0
832757,70923,1998-05-29,SFDS,5,1139882.625,0.48598779369999995,0.23618413559999998,-0.278656556,14.496299438,0.0527562571,0.3592554187,-0.119565219,0.1548117232,0.4959349797,1.0274725471,0.2384484816,1.176048521,0.0018058442,0.0018058442,25.0,-0.16048501699999998,0.45972079,-3.0692986839999996,0.125908315,6.1469892598,0.0499985554,-0.001377971,0.7787925169,0.0412966252,-0.025671146000000002,0.0458930537,0.0065200956,0.0,1.5070325181,0.0839238653,0.0,0.0,0.0014307094,0.2678946218,0.05193197769999999,0.37421978759999996,-0.247756225,0.06353163205000001,0.0387422825,0.07361963190000001,0.14029656529999998,0.7948272573999999,0.1557144826,-2031.6899620000002,0.3204552242,0.0054105074,-0.623827014,0.1914858111,0.20406308350000002,0.1566967261,0.1501866473,0.4219185284000001,0.47782775299999997,-0.231191308,0.35109180149999997,0.0372298996,6.0,0.7254756747,0.0,0.012011721000000001,0.001467103,0.2253195361,0.0941222099,150.07603428,15.282186232,23.303737643,1.0,1.0,0.6236513132,0.0,4.4731175712999995,0.5139073111,-0.32393405,-0.657036273,0.0317025559,0.0017755105999999999,-0.0016195920000000002,-0.024954226,1.0,0.0146994868,0.0109005145,0.0516496804,0.012017456200000002,0.0618266275,0.0720687179,3.0,0.0386168554,5.8363264e-09,0.026119403500000003,0.0201505955,0.7600852672,2.3722437485,2.8485377e-08,20.0,1998,-0.11778303565638334
681568,57330,1991-07-31,FRS,7,59351.25,0.9919862101000001,0.984036641,0.3241967523,10.176991463,0.0684230714,-0.031447504,-0.050222222000000004,-0.015719059,-0.39894745299999995,-0.254295753,0.42131356119999996,0.5217209691,0.08699681570000001,-0.08699681599999999,19.0,-0.01370961,0.8268338987,-0.33828362799999995,0.3083196223,16.846117522,0.0912544828,-0.069515868,-0.054449012000000005,0.0398683956,-0.137791936,0.0044318236,0.018384283300000002,0.0,0.5952459558,0.11475630349999999,0.0,0.0,0.0113159412,0.0373597715,0.027124976800000002,0.2694907346,0.0341454238,0.0940544651,0.124578786,0.0,0.0165568064,0.3032006609,-0.018680727,-181.6660095,0.23071856059999998,0.0052591057999999994,-0.393039259,0.006766360999999999,0.0209479722,-0.031928724,-0.034211255,-0.123407221,-0.266149535,0.1056118505,-0.11003392199999999,-2.3642234419999997,6.0,0.36797622979999994,0.0,0.0,0.0,0.5757260383,0.0786839734,56.239754883,42.661824521,88.459036145,0.7530762356,1.0,-0.001869261,0.0,1.2861110248,0.489466455,0.9310615419,0.1365055576,0.0103232971,-0.001474464,0.0359295694,-0.141276781,0.0,0.0068284161999999995,0.0046184634,0.0119793843,0.0069624765,0.0372011914,0.039476277000000004,7.0,0.0265695078,7.7764147e-07,0.0444444455,0.0237534769,0.9304113866,0.5870384513,1.1324722e-07,58.0,1991,-0.03593200922606332
